corpus_id	cos_rw	cos_all	det_rw	det_all
19927374	0.0	0.0	0.0	0.0
204542480	0.0	0.0	0.0	0.0
26798068	0.7651498317718506	0.7556382417678833	0.6853468418121338	0.5594766139984131
157115786	0.8368359208106995	0.7664419412612915	0.38491547107696533	0.3487483859062195
33261135	0.0	0.0	0.0	0.0
182692454	0.7701120376586914	0.7898112535476685	0.40848904848098755	0.3000076413154602
9632099	0.9678062200546265	0.9340070486068726	0.12893016636371613	0.0967724397778511
9637810	0.4096011817455292	0.6028788089752197	0.9188218116760254	0.5454069375991821
3662219	0.9131171703338623	0.9146629571914673	0.18843267858028412	0.14118032157421112
111324695	0.981671154499054	0.9293830394744873	0.10959167778491974	0.1283291131258011
2850381	0.9032169580459595	0.8077431917190552	0.22429470717906952	0.24435541033744812
212633769	0.7816852331161499	0.6870303153991699	0.36977675557136536	0.4003892242908478
5602282	0.8950578570365906	0.764695405960083	0.4028909504413605	0.26754748821258545
5607654	0.9095121622085571	0.8839340806007385	0.29082876443862915	0.2506410777568817
208631569	0.8317491412162781	0.842450737953186	0.32053127884864807	0.20150844752788544
208637076	0.9165175557136536	0.9193058013916016	0.2939583361148834	0.15564410388469696
208637503	0.7922171950340271	0.7805463671684265	0.314630389213562	0.2845596373081207
212424262	0.0	0.0	0.0	0.0
22832191	0.0	0.0	0.0	0.0
22832996	0.0	0.0	0.0	0.0
20673838	0.6680862903594971	0.6420233845710754	0.394022673368454	0.3887385427951813
65503047	0.9524050951004028	0.9135082960128784	0.13226301968097687	0.11558673530817032
140258202	0.9363563656806946	0.9277836680412292	0.14186860620975494	0.10174041241407394
1524974	0.974617600440979	0.9470586776733398	0.10550297051668167	0.13970817625522614
55301163	0.9295617938041687	0.8279035091400146	0.3125317096710205	0.24823641777038574
55303714	0.49840235710144043	0.6755555868148804	1.001596450805664	0.5585727095603943
55308515	0.9370055794715881	0.9571956396102905	0.29656001925468445	0.22903257608413696
55309064	0.0	0.0	0.0	0.0
5160021	0.5616421103477478	0.6189994812011719	0.5696448087692261	0.4121105670928955
