corpus_id	V_prone	V_rw	V_nrw
3949528	[-0.020385904, -0.010715145, 0.15703796, 0.06473005, 0.04903851, -0.03665108, -0.031353347, 0.064182445, -0.011920692, 0.053312473, -0.060975455, -0.10204608, -0.0017992671, -0.17752673, 0.018751241, 0.015796704, -0.058065344, 0.054726023, 0.03190064, -0.033444062, -0.11252599, -0.024023892, 0.05190352, 0.079652146, 0.124341205, 0.051278237, -0.087008595, 0.083854325, 0.04010969, 0.03219887, 0.053468745, -0.0040947697, 0.07097873, 0.038691122, -0.072079495, 0.015525641, 0.034369122, 0.001543539, 0.05804932, 0.0876258, -0.022532567, 0.029096443, -0.007989703, -0.012434484, 0.094289094, 0.00380015, -0.07247882, 0.03317623, -0.046117038, 0.013822552, 0.041502412, -0.022318965, -0.09179802, -0.016556457, 0.056026325, -0.034683757, -0.10735244, 0.083971016, 0.047442384, -0.03307654, 0.0077294377, -0.04469375, 0.004932302, 0.11003483, 0.068174005, 0.012706882, -0.07913806, 0.016044805, 0.022029486, 0.083970174, 0.08099813, 0.16528057, 0.07247696, -0.07502279, -0.042269673, -0.013958106, -0.041556578, -0.021532435, -0.0034026185, -0.0173633, -0.04281333, 0.040631913, -0.054467097, 0.014337312, -0.030746028, 0.0045089247, 0.047249712, -0.036202658, 0.05495002, -0.07126788, 0.17682408, -0.15731007, -0.07784549, 0.05515013, -0.0127882175, -0.049211897, 0.06847733, 0.080014236, 0.06154767, -0.04725293, -0.035913404, -0.08321258, 0.06373484, 0.047686286, -0.040802956, -0.0015528087, 0.06378969, 0.034314796, -0.066459775, -0.042821888, 0.012636078, -0.067380786, -0.041981515, -0.0042334595, -0.033633176, 0.03654792, 0.07215543, -0.025512213, -0.07076515, -0.0018657619, 0.070044816, 0.007250493, 0.013364546, -0.0031410197, 0.06529904, 0.027388867, -0.045736298, 0.089890994, 0.08809807, -0.023881584, 0.07209082, 0.065034345, -0.06313342, -0.07230326, -0.11598919, -0.07266892, -0.09930728, -0.015613065, -0.027639417, 0.1316488, 0.07419135, -0.052469246, -0.043979473, -0.07257097, 0.005926263, 0.004298156, 0.09457249, 0.11687963, 0.04188559, -0.050078835, -0.028444255, -0.0038636304, -0.096260846, 0.019246861, -0.07904856, -0.100629054, -0.047570318, -0.003521176, 0.055993356, 0.09065867, -0.036842447, -0.0038655705, -0.022180062, 0.04747903, 0.007493425, 0.013061818, 0.0010022547, 0.021386739, -0.01813303, 0.052852828, 0.021564955, 0.051998347, 0.004212428, 0.021561703, -0.023922063, 0.036120106, 0.010938836, -0.012754924, -0.029299852, 0.043173164, -0.048310626, 0.014078138, 0.08704084, -0.008336514, 0.047510527, -0.034130804, 0.0039056828, 0.006887157, -0.030713927, 0.04831989, 0.046821877, 0.03257694, 0.015150821, 0.011050043, -0.04871789, 0.060737554, -0.033654206, 0.01698275, -0.076220445, -0.006659232, 0.081847765, -0.041724984, -0.056802664, -0.018078584, -0.02870521, -0.06950772, 0.016876578, 0.05830675, -0.03253867, 0.047306005, -0.047062635, -0.11394969, -0.07173967, -0.1600908, 0.038291097, -0.0032053217, 0.23818558, -0.16527055, 0.12029906, -0.10781962, 0.038831297, -0.02599741, 0.034664467, 0.030976955, -0.039046943, -0.03255281, -0.0055857063, -0.0015620813, -0.025093472, 0.02130496, -0.018934943, -0.028719306, 0.038281918, -0.044969883, -0.02523228, 0.015561848, 0.020895852, 0.049175616, 0.0043772617, 0.020509478, 0.05874871, 0.01939646, 0.013800735, 0.03037496, 0.019910548, -0.015714165, 0.02419407, -0.022711575, 0.048194386, 0.05628127, -0.0034103107, -0.031265296, -0.0029157207, -0.04753216, -0.02554228, -0.009609494, 0.04984697, -0.026012573, 0.21053429, 0.08275277, -0.053674206, 0.06330156, -0.0013229243, -0.006876346, 0.02186895, -0.14693348, 0.010263258, -0.009526718, 0.0010838483, 0.039193723, 0.015909726, 0.017346598, -0.014070338, -0.0017837539, -0.008593573, -0.008545121, 0.017457835, 0.0022712362, -0.008535725, 0.0042784233]	[-0.027452122, -0.012478574, 0.17651127, 0.035829972, 0.07010999, -0.053824183, -0.0018800923, 0.112963915, -0.011923475, 0.0730047, -0.0782307, -0.13436572, -0.013878237, -0.24791557, -0.01039874, -0.011401509, -0.052880522, 0.034018274, 0.038252074, -0.049094915, -0.110007815, -0.012522079, 0.08004319, 0.053796377, 0.18133333, 0.044497274, -0.09908691, 0.0682722, 0.025936427, 0.03991142, 0.058816977, 0.011241, 0.08302774, 0.05503226, -0.05470548, -0.002817019, 0.021662245, 0.020053033, 0.06758097, 0.095409244, -0.00089271925, 0.012937242, -0.03962821, -0.00036149553, 0.11461694, 0.0001025142, -0.09507572, 0.043857332, -0.049996413, 0.010493457, 0.057553053, -0.017612798, -0.0806205, -0.021424834, 0.07431133, -0.028025946, -0.09842946, 0.06366684, 0.0607246, -0.046148315, -0.008736824, -0.044104952, 0.0033731302, 0.108166635, 0.07877836, -0.014765895, -0.04797316, 0.022662938, 0.036221273, 0.08327757, 0.067763805, 0.17085546, 0.07328937, -0.054274958, -0.03390761, -0.016826123, -0.027435299, -0.02690924, -0.007995702, -0.005669253, -0.060789466, 0.03869761, -0.06358323, -0.0018114373, -0.030538669, 0.021513589, 0.031082012, -0.052920416, 0.03903869, -0.07474225, 0.13373722, -0.10687927, -0.061548274, 0.06304881, -0.005026353, -0.014229109, 0.06514786, 0.06896278, 0.039339453, -0.048902217, -0.044622403, -0.060782686, 0.05774808, 0.0653359, -0.02868852, -0.010308032, 0.04988905, 0.036850676, -0.059831824, -0.029059615, 0.028914008, -0.04216616, -0.045454755, -0.019233981, 0.0015295653, 0.029355777, 0.058105, -0.028256072, -0.06638322, 0.009498013, 0.051809568, -0.01687556, 0.01098112, -0.010992172, 0.048663404, 0.0062287278, -0.024426674, 0.08058702, 0.07040047, 0.009277277, 0.07977215, 0.036868956, -0.050011445, -0.0377112, -0.09307051, -0.055240937, -0.06210878, -0.013324396, -0.05929288, 0.11558274, 0.042129252, -0.04168218, -0.018863, -0.059790578, -0.012262644, 0.003095175, 0.07258448, 0.08445723, 0.030120876, -0.019037867, -0.04065819, -0.007667583, -0.081345566, 0.012256102, -0.06485244, -0.08209949, -0.045951333, -0.01011638, 0.046763517, 0.051936187, -0.051536318, -0.010870026, -0.016749185, 0.049645677, 0.0018323229, 0.026781019, -0.0012120524, 0.0043153763, -0.022729274, 0.073011786, 0.035369266, 0.04090435, -0.020399801, 0.0325785, -0.033753827, 0.029162934, 0.010401056, -0.0050983895, -0.0108763315, 0.020801213, -0.042773135, 0.022299591, 0.08769951, 0.011159988, 0.040278718, -0.03487815, 0.013971657, 0.0073448387, -0.004685327, 0.047981553, 0.013231049, 0.018417437, 0.020212118, -0.012100304, -0.01861345, 0.07267576, -0.0025351672, 0.040620048, -0.052903604, 0.003738015, 0.05006127, -0.03672065, -0.0133120045, 0.012484976, -0.029098766, -0.041052498, -0.010992826, 0.036752716, 0.028640144, 0.007722906, 0.034129646, -0.010407679, -0.009061217, -0.009865876, -0.011319584, -0.005075434, 0.036151245, -0.0015368797, 0.022100236, -0.041773077, 0.0027946478, -0.03575875, 0.010130764, -0.022933774, -0.035049126, -0.032244056, 0.00841859, -0.026115421, -0.0040456764, 0.017708937, 0.0009960113, 0.0058768233, 0.049413282, -0.033662222, -0.011233412, 0.02955245, 0.014544836, 0.011524783, 0.014272694, 0.017815553, 0.040609792, 0.039402034, 0.005556668, 0.029278137, 0.0058108615, -0.02415354, 0.017182993, -0.008234642, 0.038487338, 0.044256207, 0.0059354347, -0.020902254, -0.014043506, -0.034090236, -0.0038492691, -0.0077874605, 0.044404484, -0.03275443, 0.21015006, 0.1045048, -0.07132457, 0.053406153, 0.006397756, -0.0038625677, 0.0050618784, -0.027634166, 0.008148981, -0.015169644, -0.0062092906, 0.03214449, 0.022095706, 0.019702023, -0.0024764608, -0.012186249, -0.010086726, 0.0014843321, 0.014812314, 0.0009898256, -0.00898603, 0.0044595073]	[-0.0016306331, -0.011214784, 0.10429452, 0.060296662, -0.00022982532, 0.019217268, -0.0063649546, 0.003000277, -0.0038432088, 0.09052882, -0.0864974, 0.040331453, 0.03848168, 0.047600016, 0.10374147, 0.08602765, -0.01965972, 0.113369375, 0.08105379, -0.017434403, -0.020439958, -0.01817351, -0.030497499, 0.016894575, -0.024177855, 0.071809895, -0.0032091318, 0.06614752, 0.06661105, -0.002866494, 0.02600681, -0.043895863, 0.022263506, -0.044417903, -0.07466873, -0.007945691, 0.057454973, -0.006165778, -0.019258453, -0.005678733, -0.003144188, 0.0230986, 0.04168454, 0.0063756993, -0.014875311, 0.044698548, -0.01043909, 0.003976064, 0.024651742, 0.04481717, -0.017033074, -0.009605359, -0.023507232, -0.029976226, -0.07163745, 0.028514417, -0.0057711042, 0.017212313, -0.011875883, 0.008594839, 0.02436626, -0.008280321, -0.0017762631, 0.008856894, -0.02369298, 0.059858724, -0.05377971, -0.02139484, 0.006902318, 0.0019250981, 0.023728468, 0.00075295055, -0.011940894, -0.012492169, 0.006884141, 0.010250911, -0.022868069, 0.028294517, 0.024436526, -0.0051981728, 0.03706527, 0.018181607, 0.009686606, 0.014370946, 0.008778199, -0.05606179, 0.015056787, 0.019024473, -0.00052984385, -0.0015209885, 0.009236981, -0.019356145, -0.0053375396, 0.019163627, -0.015137573, -0.025276862, -0.023564639, -0.008954635, -0.00047167996, 0.0004479061, 0.01339046, -0.012921974, -0.032477897, -0.042160094, 0.0060237614, -0.0044184714, 0.004011591, -0.0044654803, -0.0074594645, 0.0019070567, -0.017962715, 0.009735158, 0.018403994, 0.010940673, -0.016207905, -0.016961215, 0.010615143, 0.004080736, -0.0013562473, -0.020370565, 0.014446312, 0.042888068, -0.017873107, -0.008431238, -0.005090228, 0.009690024, -0.018806383, -0.007443293, -0.0052602044, -0.012289362, -8.5141044e-05, -0.00029058394, 0.00779579, -0.03725457, 0.012335168, -0.027836964, -0.04515672, -0.013197749, 0.05158185, -0.022659143, 0.0060145445, -0.0024793246, 0.0066445246, 0.0009525921, 0.013647828, 0.037147805, -0.011514919, 0.016169187, 0.021418689, -0.06597331, 0.023938343, -0.022991428, -0.02244486, 0.025627214, 0.0009217103, -0.020978259, 0.006836271, 0.005978545, -0.037239317, 0.0105705615, 0.031226082, 0.03388688, -0.0006192692, -0.003610337, -0.011001703, -0.014561288, -0.024029948, 0.008124508, -0.020571167, -0.05353716, -0.06441929, 0.0072388425, 0.0315269, -0.048317652, 0.026887862, -0.013628086, 0.015266488, -0.0121479565, 0.034782972, 0.027330069, 0.010672215, -0.0100250095, -0.013358681, -0.02489902, -0.0076613836, 0.0031565307, 0.002345307, -0.016886864, -0.013284242, -0.0071359696, 0.04424499, -0.0076996665, -0.0042632744, 0.02061593, -0.027726784, -0.020446474, -0.062440645, -0.030253042, -0.037870295, -0.004675231, 0.0671792, 0.017563367, -0.07685457, -0.051532034, -0.0043444317, -0.03833458, 0.040151022, 0.028722875, -0.114469916, 0.017025393, -0.15826303, -0.15047538, -0.10821113, -0.33777565, 0.108518794, -0.039347015, 0.4267897, -0.3525931, 0.18906178, -0.113407, 0.12653333, 0.07684474, -0.002700951, 0.031898297, 0.002450226, 0.014235178, -0.0017872455, -0.037918393, -0.031307977, 0.015389867, 0.023423754, -0.004487605, 0.029924357, -0.034663115, -0.02305741, 0.013134697, 0.0016119758, 0.006582032, -0.0015245888, 0.008378364, 0.006490759, 0.02022903, 0.007825228, -0.019664131, 0.0022263415, -0.004544109, -0.0027942783, -0.0025842865, 0.010127499, 0.0055272547, 0.023374645, -0.017448448, -0.013005518, 0.011078662, 0.011757961, 0.00085890316, 0.0012942848, -0.004236792, 0.00042969943, 0.00019944855, -0.005793229, 0.012753857, -0.004413209, 0.03731729, 0.048765987, -0.3764467, 0.0068805157, 0.013008116, 0.016491449, 0.005425072, 0.00019853702, -0.013302988, -0.027898274, -0.01019035, 0.0040018596, 0.0013412215, 0.0018204201, 0.00028683053, -0.00055520283, 0.000587237]
54955648	[-0.035533443, -0.016729854, 0.24296342, 0.063922904, 0.07189318, -0.06271024, 0.0660076, 0.14139268, -0.015305131, 0.11738059, -0.09319124, -0.10064829, -0.03448348, -0.25952885, -0.13752824, -0.09961205, -0.027455729, -0.013182458, 0.09647151, -0.061069597, -0.06215713, 0.06471029, 0.078005165, 0.041312408, 0.0091430545, -0.05946852, -0.14162104, -0.03482972, 0.00588255, -0.009744316, 0.06404049, -0.052286275, 0.02757541, 0.031888895, -0.039844863, 0.046495564, -0.023564097, -0.08071241, 0.10422472, 0.15436906, -0.0227378, -0.01837109, -0.022840023, -0.009484581, 0.069629185, 0.010284144, -0.08861829, 0.037669, 0.013310175, -0.0060724313, 0.034616627, 0.075282134, -0.03238222, -0.099483974, 0.09375463, -0.08644833, 0.021246044, 0.019179892, 0.03436115, 0.0358479, -0.052960187, 0.031064125, -0.08958087, 0.029720569, 0.042297043, -0.030543676, -0.055731263, 0.010114712, -0.0050091995, -0.0139352195, 0.061098598, 0.21944828, -0.03896468, -0.0029958957, -0.08299088, -0.033449516, 0.018709501, 0.015882531, 0.011806072, 0.06552664, -0.13573931, -0.019227397, -0.022444168, 0.03857059, -0.042777292, -0.060144186, -0.016870404, 0.03293749, 0.0012151274, -0.040348608, 0.11384623, -0.039981887, -0.08991446, 0.083254874, -0.026156422, -0.009735333, 0.07052473, 0.023419442, 0.022886459, -0.07111977, -0.11183838, -0.1604231, 0.0334133, -0.0006011861, -0.026452262, -0.04867769, 0.062869236, 0.008962052, 0.010282353, -0.036919467, 0.022133455, -0.06589058, -0.059344493, -0.047127713, 0.06449023, -0.0074558887, 0.08163706, 0.030862104, 0.03763095, -0.01122502, 0.008917772, 0.035384208, 0.016711079, 0.033470456, -0.014667606, 0.0043289065, -0.02116613, 0.037125513, 0.072189055, -0.056826614, 0.082911566, 0.060982376, -0.025058372, 0.005661827, -0.1013947, -0.079581834, -0.067030445, -0.016414292, -0.014165232, 0.09762912, 0.007684072, -0.051280238, -0.022917703, 0.00758764, -0.055166416, -0.022335883, 0.04407058, 0.06148161, 0.03364845, -0.0218785, -0.0017732723, 0.012031058, -0.04345849, -0.019825952, -0.057796836, -0.008733635, 0.018127201, 0.013415156, -0.0026701204, 0.034225985, -0.021941276, -0.0428449, 0.014700195, 0.062223867, 0.039217126, 0.045815803, 0.03161056, -0.021757305, -0.041421313, 0.058535382, 0.042165115, 0.0025227482, -0.056278013, 0.04220719, -0.012144949, 0.019126076, 0.006188096, 0.020248028, -0.017459989, 0.018314974, -0.067071855, -0.015592425, 0.06410491, 0.019432575, 0.033419237, -0.029748257, 0.005403218, -0.016539061, -0.04257466, 0.041642945, -0.0019842167, 0.0485546, 0.09594984, -0.06876019, 0.00607185, 0.09488764, -0.009556574, 0.08330448, 0.049910188, -0.018123379, 0.07832467, -0.04193266, -0.00078566256, 0.0011640701, 0.01982048, -0.027806545, 0.021487009, 0.036791448, 0.05861842, 0.024764013, 0.038044263, -0.0594371, 0.022448039, 0.008485395, -0.0584576, 0.022170648, 0.023080716, -0.013648033, -0.026162364, -0.128056, -0.00086000876, -0.05987755, 0.010370504, -0.07866299, 0.02024353, -0.10502829, 0.02447384, -0.059014402, 0.01868127, 0.0040391935, -0.03374147, 0.034484863, 0.0155228395, -0.06277869, -0.05772869, 0.053982817, -0.009840254, 0.026987456, 0.017600808, -0.036131028, 0.05122592, 0.07884273, 0.006273381, -0.025065701, 0.053403683, 0.015966138, -0.0008567587, -0.019697374, -0.055275396, 0.016675657, 0.041062247, 0.022750204, -0.028348736, -0.08488643, 0.00803936, 0.07699955, 0.10883778, -0.118788116, 0.15715559, 0.21891718, -0.082443684, 0.0552382, 0.00013565265, -0.039831724, -0.011179031, -0.010466066, 0.0071640867, -0.015214812, 0.00020766867, 0.021221481, 0.00930617, 0.029053709, 0.032194223, -0.012906969, 0.009228367, 0.007757698, 0.010118492, -0.00068847684, -0.003269665, -0.00078178407]	[-0.019580686, -0.014801346, 0.21320094, 0.05100165, 0.07157904, -0.06106505, 0.03490743, 0.13937022, -0.012710618, 0.08709454, -0.08531424, -0.11035564, -0.018992351, -0.25377113, -0.08757072, -0.07069655, -0.03491832, 0.009410298, 0.07971565, -0.070788585, -0.04746706, 0.044011105, 0.053771, 0.03443149, 0.0492216, -0.02252693, -0.1169244, -0.01797525, 0.010830169, -0.0027234603, 0.07194388, -0.047768366, 0.03947977, 0.009542803, 0.010675095, -0.00042100303, -0.0022029388, -0.031357747, 0.098910466, 0.102894664, 0.022305802, -0.0017559779, -0.020445649, 0.017394403, 0.08480557, -0.016781412, -0.081800155, 0.028364716, 0.0010585944, 0.019537281, 0.027615722, 0.015547415, -0.06126311, -0.059645325, 0.07298433, -0.024372859, -0.026780674, 0.02676324, 0.05193142, -0.008496695, -0.0360275, 0.031222373, -0.025797103, 0.049576096, 0.035265677, -0.015515721, -0.017338384, 0.0134807, 0.0072679287, 0.0014726509, 0.059612326, 0.11220752, -0.023725867, 0.007237227, -0.071183994, -0.043093767, 0.0031800177, 0.0070798607, 0.037458632, 0.034292452, -0.11207308, 0.016321925, -0.029590055, 0.031571623, -0.056647573, -0.06994523, -0.009611547, 0.0036268036, -0.007893573, -0.029137118, 0.10913874, -0.047175143, -0.08742118, 0.04364397, -0.011801956, -0.020290835, 0.057259116, 0.022755338, 0.025130698, -0.028999154, -0.06559076, -0.14265148, 0.051318735, -0.014339721, 0.0057963417, -0.037760016, 0.05139932, 0.0054434156, 0.01437328, -0.029966254, 0.024572315, -0.049198043, -0.050440133, -0.054272324, 0.04807509, -0.006366446, 0.07278105, 0.030530708, 0.013443457, -0.029683407, 0.01815602, 0.03595361, -0.0024877149, 0.018094836, -0.030687252, 0.013342693, -0.015665682, 0.030477151, 0.049511693, -0.029993078, 0.053583752, 0.03970958, -0.023786673, -0.018269354, -0.077225305, -0.06587274, -0.07696051, -0.007983426, -0.033801835, 0.08916583, 0.01586159, -0.037480913, -0.034009658, -0.0023152914, -0.03491158, -0.0092529785, 0.026206207, 0.058574446, 0.023912326, -0.019221412, -0.0122882435, 0.008593093, -0.06287207, -0.0082178805, -0.039896604, -0.019770222, 6.896577e-05, 0.011554207, 0.024417952, 0.033736724, -0.006776397, -0.023951793, -0.013591354, 0.024484495, 0.013141416, 0.044874635, 0.014994217, -0.000111804344, -0.026064888, 0.036573414, 0.019985931, 0.0015645383, -0.015243299, 0.0160526, -0.0019238336, 0.019413862, 0.007136875, 0.010359565, -0.013257627, 0.00994697, -0.058256745, -0.007958793, 0.053376343, 0.0029349183, 0.03489879, -0.025597354, 0.025337564, -0.018028527, -0.009049767, 0.026279261, -0.005240814, 0.019552946, 0.043536015, -0.019125367, -0.0022426578, 0.051961113, -0.005442864, 0.037998747, 0.0015897091, 0.00349506, 0.02651734, -0.039437354, -0.006344137, -0.00090711226, -0.004541912, -0.03562992, 0.014451538, 0.006361809, 0.027205585, 0.0300623, 0.05051318, 0.0011724869, 0.018027434, 0.011329598, -0.033892624, 0.034745768, 0.0072421758, 0.0034151566, 0.011475877, -0.04185451, 0.0060716732, -0.014711095, 0.00038570963, -0.044608057, 0.000681644, -0.05057915, 0.0147151025, -0.050905943, -0.023674801, 0.017051669, -0.060459502, 0.04980471, 0.041172177, -0.0737043, -0.060961034, 0.046242412, -0.0138931675, 0.013579354, 0.006053413, -0.030538784, 0.027588483, 0.047750574, 0.019898668, -0.02213653, 0.02875987, 0.0027733312, 0.011080335, -0.0114965495, -0.008424611, 0.029839823, 0.014742298, -0.009013268, -0.015985804, -0.058326628, 0.027016457, 0.04202672, 0.05801729, -0.04981926, 0.12680192, 0.09970139, -0.06334616, 0.024896367, -0.0007892312, -0.0133857895, -0.0036018367, -0.010993563, 0.004271764, -0.006517965, -0.002141144, 0.025428062, 0.01034938, 0.023301477, 0.025851974, -0.0057018385, -0.002413859, 0.0007129833, 0.011365439, 0.00030657946, -0.003176275, -0.0040494106]	[-0.019448299, -0.0072426884, 0.17256565, -0.006181361, 0.09624439, -0.054768406, -0.018111495, 0.13571063, -0.0020031282, 0.08710976, -0.07053833, -0.079697415, -0.06476354, -0.2308526, -0.06686632, -0.05384663, -0.026809204, 0.07873698, 0.14955336, -0.07665324, -0.085120946, -0.0031934616, 0.036670033, 0.033654623, 0.06276194, -0.033794794, -0.07043266, 0.007367979, 0.057753764, 0.0034926496, 0.033711113, -0.14456272, -0.000141609, 0.045339834, -0.08654304, -0.06583225, -0.064767845, -0.0129587315, 0.08204579, -0.009913664, 0.027125608, -0.047488242, -0.0055001937, -0.034328286, 0.06320455, -0.011416417, 0.02545401, 0.0047088345, 0.036667377, -0.016092114, -0.02435356, 0.06923668, 0.024086025, -0.07545455, 0.041306302, -0.051364936, 0.08238383, -0.030032098, -0.03577949, 0.0068639717, -0.08221544, 0.07102362, -0.06827991, -0.014977229, 0.0022494562, -0.04382052, -0.02570375, 0.039763667, 0.013743879, -0.11148375, 0.024318794, 0.10782494, -0.01756472, -0.02140206, -0.038457, -0.08647577, 0.013407677, 0.026700288, 0.050812565, 0.14595541, -0.08307858, -0.09104106, -0.020487038, -0.01926396, 0.049483854, -0.0109169595, -0.013202118, 0.075146325, 0.04086253, -0.019387333, 0.0069639287, 0.045741968, -0.064730555, -0.043001607, -0.01980888, 0.06411206, 0.07346363, 0.006098095, 0.008009173, 0.024810977, -0.06453167, -0.07817477, -0.011069829, -0.022100264, 0.020434959, -0.018326215, 0.0032608854, -0.018413715, 0.017310908, -0.015155878, 0.0472508, -0.076473415, -0.06552452, -0.05932405, 0.057895932, 0.012725666, 0.022300098, 0.074429646, 0.033356868, 0.025773967, -0.06034267, 0.028468419, 2.0352658e-05, -0.0092752, -0.044460528, -0.02869526, -0.048229717, -0.013586931, -0.018623557, -0.04210242, 0.038128674, -0.029357687, 0.047851037, 0.037283264, -0.0030054238, -0.016606644, -0.0055030994, -0.022381183, -0.011157037, -0.010989552, -0.032683644, 0.03280091, 0.010055302, 0.015342696, -0.015915323, -0.045734104, -0.042677507, 0.01616009, -0.034843523, -0.00053087156, 0.0041504335, -0.02980563, 0.025823152, -0.013201704, -0.03011564, -0.00721564, -0.0036669925, -0.050879277, -0.017739171, -0.006061039, -0.015008103, -0.044884767, 0.005739439, -0.004097286, -0.027709626, 0.042928606, 0.021553522, 0.007294936, -0.020979326, -0.030548688, -0.032189496, -0.0050398293, 0.008788699, -0.034271993, 0.036122262, 0.0046926104, 0.019899668, -0.033952005, -0.011869863, 0.015588804, -0.010207355, 0.0036320277, 0.026332654, 0.006603811, 0.014509905, -0.045943763, 0.022117164, -0.02787854, -0.0848349, 0.0324053, -0.09148996, 0.020358892, 0.0765167, -0.017562516, -0.010995583, -0.0060934015, 0.014035023, 0.047952227, 0.10526825, 0.01875377, 0.07946903, -0.008697118, -0.008668027, -0.020760993, 0.079182856, 0.04432474, 0.02222265, -0.001795002, 0.020232653, 0.008929878, 0.0065426193, -0.072615385, 0.042872015, -0.01492418, -0.087394424, -0.019710202, 0.0056448593, -0.042942703, -0.06455302, -0.10605897, -0.007435023, -0.05911427, 0.013210421, -0.02036586, 0.078116596, -0.06430207, -0.012760494, -0.02402844, 0.11784802, -0.022307806, 0.091950886, 0.014193298, -0.006087783, 0.026472483, 0.042267013, 0.018504983, 0.0007415991, 0.03262563, 0.045811616, 0.0134291155, -0.02160908, 0.008733944, -0.012149723, -0.03166667, 0.024210572, 0.051170617, -0.015984695, -0.0037727607, -0.058307197, -0.040724058, 0.027550299, 0.05390533, -0.010737925, -0.0052190265, 0.055841774, 0.015374371, 0.024610693, -0.036421917, 0.0011923214, 0.009762459, -0.032555528, 0.0070572076, -0.0052079326, -0.021373583, -0.030800883, 0.009503194, -0.002792967, -0.020903695, 0.010928577, -0.021945251, 0.004301358, -0.02378948, 0.0020935154, -0.0018865708, -0.0041412245, -0.0023773033, -0.008896699, 0.00033773002, 0.0092089595, -0.0016432229]
